Group1_key,ecatalogue_key,CatFullNumber,Present Sci name,Phylum,Class,Order,Family,Genus,Ocean,SeaGulf,BaySound,Country,ProvinceStateTerritory,DistrictCountyShire,Township,NearestNamedPlace,PreciseLocation,AquDepthFromMet,AquDepthToMet,ColDate,Year Collected,Collector,Lat,Long
19,19,IZ.000198.AN,Sabellaria vulgaris,Annelida,Polychaeta,Terebellida,Sabellariidae,Sabellaria,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,1866-10-,,Verrill,41.307,-72.925
73,73,IZ.000409.AN,Sabellaria vulgaris,Annelida,Polychaeta,Terebellida,Sabellariidae,Sabellaria,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,1865-02-,1865,Verrill,41.307,-72.925
17,17,IZ.000196.AN,Schistomeringos rudolphi,Annelida,Polychaeta,Eunicida,Dorvilleidae,Schistomeringos,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
18,18,IZ.000197.AN,Schistomeringos rudolphi,Annelida,Polychaeta,Eunicida,Dorvilleidae,Schistomeringos,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,1866-10-,,Verrill,41.307,-72.925
169,169,IZ.002750.AN,Schistomeringos rudolphi,Annelida,Polychaeta,Eunicida,Dorvilleidae,Schistomeringos,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,South End,,,1883-07-,1883,Verrill,41.307,-72.925
333,333,IZ.043992,Scoletoma fragilis,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
167,167,IZ.002733.AN,Scoletoma tenuis,Annelida,Polychaeta,Eunicida,Lumbrineridae,Scoletoma ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,Stony Creek,,,,1872-05-,1872,Verrill,41.279,-72.797
334,334,IZ.044030,Scoletoma tenuis,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1877,1877,Verrill,41.275,-72.964
335,335,IZ.044032,Scoletoma tenuis,Annelida,Polychaeta,Eunicida,Lumbrineridae,Lumbrineris,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1877-10-,1877,Verrill,41.275,-72.964
426,426,IZ.055120,Seila adamsii,Mollusca,Gastropoda,Littorinimorpha,Cerithiopsidae,Seila,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,Thimble Islands,,,,1871,1871,Verrill,,
154,154,IZ.002324.CR,Semibalanus balanoides,Arthropoda,Hexanauplia,Sessilia ,Archaeobalanidae ,Semibalanus ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,,,Verrill,41.275,-72.964
156,156,IZ.002379.CR,Semibalanus balanoides,Arthropoda,Hexanauplia,Sessilia ,Archaeobalanidae ,Semibalanus ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
328,328,IZ.042634,Sesarma reticulatum,Arthropoda,Malacostraca,Decapoda,Grapsidae,Sesarma,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
20,20,IZ.000198.BV,Solemya velum,Mollusca,Bivalvia,Solemyoida,Solemyidae,Solemya,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,,,Verrill,,
21,21,IZ.000199.BV,Solemya velum,Mollusca,Bivalvia,Solemyoida,Solemyidae,Solemya,Atlantic Ocean,,,USA,Connecticut,,,Long Island Sound,,,,,,Verrill,,
148,148,IZ.002055.CR,Sphaeroma quadridentatum,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Sphaeroma,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,West Haven,Savin Rock,,,1871-10-,1871,Verrill,41.275,-72.964
149,149,IZ.002058.CR,Sphaeroma quadridentatum,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Sphaeroma,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,1871-10-25,1871,Verrill,41.307,-72.925
274,274,IZ.009120.CR,Sphaeroma quadridentatum,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Sphaeroma,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
61,61,IZ.000397.AN,Spio setosa,Annelida,Polychaeta,Sedentarida,Spionidae,Spio,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,(and South End),,,1866-12-,1866,Verrill,41.275,-72.964
132,132,IZ.001248.CR,Squilla empusa,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
184,184,IZ.004463.CR,Squilla empusa,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,,,Verrill,41.307,-72.925
185,185,IZ.004491.CR,Squilla empusa,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,1903,1903,Verrill,41.279,-72.797
170,170,IZ.002752.AN,Sthenelais leidyi,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sthenelais,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,,,Verrill,41.275,-72.964
133,133,IZ.001339.TN,Styela canopus,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,,,Verrill,41.275,-72.964
288,288,IZ.020168,Stylochus ellipticus,Platyhelminthes,Turbellaria,Polycladida,Stylochidae,Stylochus,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,,,Verrill,,
289,289,IZ.020169,Stylochus ellipticus,Platyhelminthes,Turbellaria,Polycladida,Stylochidae,Stylochus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,West Haven,Savin Rock,,,1871-10-,1871,Verrill,41.275,-72.964
290,290,IZ.020170,Stylochus ellipticus,Platyhelminthes,Turbellaria,Polycladida,Stylochidae,Stylochus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,West Haven,Savin Rock,,,1871-10-,1871,Verrill,41.275,-72.964
307,307,IZ.037569,Stylochus ellipticus,Platyhelminthes,Turbellaria,Polycladida,Stylochidae,Stylochus,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,West Haven,Savin Rock,,,,1894-04-,1894,Verrill,41.275,-72.964
441,441,IZ.100562,Syllidae,Annelida,Polychaeta,Phyllodocida,Syllidae, ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,West Haven,Savin Rock,,,1871-10-,1871,Verrill,41.275,-72.964
51,51,IZ.000312.CN,Tubularia sp.,Cnidaria,Hydrozoa,Hydroida,Tubulariidae,Tubularia,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,,,Verrill,,
52,52,IZ.000313.CN,Tubularia sp.,Cnidaria,Hydrozoa,Hydroida,Tubulariidae,Tubularia,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,,,Verrill,,
49,49,IZ.000291.AN,Turbellaria,Platyhelminthes,Turbellaria, , , ,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,,New Haven,,,,1868,1868,Verrill,41.307,-72.925
455,455,IZ.102194,Unciola irrorata,Arthropoda,Malacostraca,Amphipoda,Unciolidae,Unciola,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New London County,,Noank,,,,1874,1874,Verrill,41.358,-72.028
202,202,IZ.005662.CR,Upogebia affinis,Arthropoda,Malacostraca,Decapoda,Upogebiidae,Upogebia,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,,,,1896,1896,Verrill,41.279,-72.797
204,204,IZ.005664.CR,Upogebia affinis,Arthropoda,Malacostraca,Decapoda,Upogebiidae,Upogebia,Atlantic Ocean,,Long Island Sound,USA,Connecticut,New Haven County,Branford,Thimble Islands,Outer Island,,,,,Verrill,41.279,-72.797
4,4,IZ.000092.CR,Zaops ostreus,Arthropoda,Malacostraca,Decapoda,Pinnotheridae,Zaops ,Atlantic Ocean,,,USA,,,,Long Island Sound,,,,1865,1865,Verrill,,
